,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
13991,Maruti Celerio VXI,3.6 Lakh*,,2015,Dealer,"20,934 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
13992,Toyota Corolla Altis G MT,5.2 Lakh*,,2013,Dealer,"95,000 kms",First Owner,Petrol,Manual,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
13993,Mercedes-Benz E-Class E250 Petrol,10 Lakh*,New Car (On-Road Price) : Rs.72.29-1.72 Cr*,2010,Dealer,"90,000 kms",First Owner,Petrol,Manual,Mileage11.2 kmpl,Engine2497 CC,Max Power203 bhp,Seats5
13994,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.45 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2016,Trustmark Dealer,"29,250 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
13995,Hyundai i20 Petrol Spotz,6.6 Lakh*,,2019,Dealer,"4,800 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
13996,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,9.85 Lakh*,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2019,Dealer,"19,323 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power121.31 bhp,Seats5
13997,Mercedes-Benz GLE Class 250d,38 Lakh*,,2016,Dealer,"49,500 kms",First Owner,Diesel,Automatic,Mileage17.9 kmpl,Engine2143 CC,Max Power201.15 bhp,Seats5
13998,Toyota Etios Liva G,3.75 Lakh*,,2015,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage17.71 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
13999,Honda Amaze V CVT Petrol BSIV,7.6 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2019,Dealer,"14,000 kms",First Owner,Petrol,Automatic,Mileage19.0 kmpl,Engine1199 CC,Max Power88.76 bhp,Seats5
14000,Honda Jazz V CVT,6.95 Lakh*,New Car (On-Road Price) : Rs.8.51-10.97 Lakh*,2018,Dealer,"27,032 kms",First Owner,Petrol,Automatic,Mileage18.2 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
14001,Ford Figo Diesel EXI,1.5 Lakh*,New Car (On-Road Price) : Rs.8.96-9.46 Lakh*,2010,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
14002,Mahindra Thar DI 4X4,6.5 Lakh*,New Car (On-Road Price) : Rs.14.75-16.92 Lakh*,2015,Dealer,"40,000 kms",First Owner,Diesel,Manual,Mileage18.06 kmpl,Engine2523 CC,Max Power63 bhp,Seats7
14003,Maruti Baleno Delta 1.3,5.5 Lakh*,,2015,Dealer,"70,000 kms",First Owner,Diesel,Manual,Mileage27.39 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14004,Mercedes-Benz CLA 200 CGI,20 Lakh*,,2015,Dealer,"38,000 kms",First Owner,Petrol,Automatic,Mileage15.04 kmpl,Engine1991 CC,Max Power183 bhp,Seats5
14005,Nissan Micra Active XL Petrol,3.86 Lakh*,,2018,Dealer,"25,000 kms",First Owner,Petrol,Manual,Mileage19.49 kmpl,Engine1198 CC,Max Power67.04 bhp,Seats5
14006,Honda Amaze S i-Vtech,3.9 Lakh*,,2015,Dealer,"57,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
14007,Toyota Innova Crysta 2016-2020 2.7 ZX AT BSIV,17.5 Lakh*,New Car (On-Road Price) : Rs.19.76-26.87 Lakh*,2017,Dealer,"25,000 kms",First Owner,Petrol,Automatic,Mileage10.75 kmpl,Engine2694 CC,Max Power163.7 bhp,Seats7
14008,Skoda Rapid Leisure 1.6 TDI MT,3.5 Lakh*,,2013,Dealer,"75,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.6 bhp,Seats5
14009,Maruti Swift VDI BSIV,4.96 Lakh*,,2016,Dealer,"62,235 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14010,Toyota Fortuner 4x2 AT,11.75 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2012,Dealer,"97,000 kms",First Owner,Diesel,Automatic,Mileage12.55 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
14011,Honda Amaze SX i-DTEC,3.48 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2014,Dealer,"58,500 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14012,Skoda Rapid 1.5 TDI Elegance,4.6 Lakh*,,2014,Dealer,"51,000 kms",First Owner,Diesel,Manual,Mileage21.14 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
14013,Maruti Ritz VDI (ABS) BS IV,2.5 Lakh*,,2013,Individual,"1,65,000 kms",First Owner,Diesel,Manual,Mileage23.2 kmpl,Engine1248 CC,Max Power73.94 bhp,Seats5
14014,Volkswagen Polo 2015-2019 GT TSI Sport Edition,5.25 Lakh*,New Car (On-Road Price) : Rs.6.91-11.27 Lakh*,2015,Dealer,"44,000 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.5 bhp,Seats5
14015,Volkswagen Vento 1.5 TDI Comfortline AT,5.95 Lakh*,,2016,Dealer,"65,000 kms",First Owner,Diesel,Automatic,Mileage21.5 kmpl,Engine1498 CC,Max Power108.5 bhp,Seats5
14016,Skoda Rapid 1.5 TDI AT Ambition BSIV,6.9 Lakh*,,2017,Dealer,"60,000 kms",First Owner,Diesel,Automatic,Mileage21.72 kmpl,Engine1498 CC,Max Power108.6 bhp,Seats5
14017,Maruti Swift Dzire VDI,6.27 Lakh*,,2018,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74.02 bhp,Seats5
14018,Honda Amaze S i-Vtech,4.25 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2016,Dealer,"46,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
14019,Honda City 1.5 S MT,3.49 Lakh*,New Car (On-Road Price) : Rs.12.34-16.27 Lakh*,2011,Dealer,"50,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
14020,Ford Endeavour 3.2 Titanium AT 4X4,28.99 Lakh*,New Car (On-Road Price) : Rs.35.75-42.06 Lakh*,2018,Dealer,"48,000 kms",First Owner,Diesel,Automatic,Mileage10.91 kmpl,Engine3198 CC,Max Power197 bhp,Seats7
14021,Hyundai i20 2015-2017 Magna 1.4 CRDi,6 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2017,Dealer,"65,609 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
14022,Maruti Ciaz Alpha Automatic BSIV,8.9 Lakh*,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2018,Dealer,"31,000 kms",First Owner,Petrol,Automatic,Mileage20.28 kmpl,Engine1462 CC,Max Power103.25 bhp,Seats5
14023,Volkswagen Polo 1.2 MPI Highline,3.3 Lakh*,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2014,Dealer,"71,000 kms",First Owner,Petrol,Manual,Mileage16.47 kmpl,Engine1198 CC,Max Power74 bhp,Seats5
14024,Hyundai i20 Sportz 1.2,3.5 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2012,Dealer,"53,493 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power82.85 bhp,Seats5
14025,Maruti Swift Dzire 1.2 ZXi BSIV,4 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2012,Individual,"80,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
14026,Honda City 1.5 V AT,2.8 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2009,Individual,"70,000 kms",First Owner,Petrol,Automatic,Mileage16.8 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
14027,Mahindra Scorpio 1.99 S10,9.5 Lakh*,,2015,Dealer,"45,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine1997 CC,Max Power120 bhp,Seats7
14028,Hyundai Grand i10 Sportz,3.85 Lakh*,,2015,Dealer,"46,497 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
14029,Hyundai i20 1.2 Magna,2.65 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2012,Dealer,"55,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
14030,Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,5.3 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2016,Individual,"65,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
14031,Honda City 1.5 S AT,2.95 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2009,Dealer,"45,000 kms",First Owner,Petrol,Automatic,Mileage16.8 kmpl,Engine1497 CC,Max Power116.4 bhp,Seats5
14032,Maruti Wagon R VXI,1.25 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2009,Dealer,"63,000 kms",First Owner,Petrol,Manual,Mileage21.79 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
14033,Honda Brio S MT,2.9 Lakh*,,2014,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage19.4 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
14034,Maruti Ciaz VDi Plus SHVS,5.8 Lakh*,,2016,Dealer,"89,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14035,Maruti Swift Dzire AMT ZXI BS IV,7.25 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2018,Dealer,"20,000 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
14036,Maruti Baleno Delta 1.2,6.25 Lakh*,New Car (On-Road Price) : Rs.6.69-10.26 Lakh*,2019,Dealer,"10,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
14037,Hyundai Elantra CRDi SX Option AT,6.9 Lakh*,New Car (On-Road Price) : Rs.22.25-24.89 Lakh*,2014,Dealer,"62,000 kms",First Owner,Diesel,Automatic,Mileage14.62 kmpl,Engine1493 CC,Max Power113.42 bhp,Seats5
14038,Hyundai Verna 1.6 SX,4.75 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2014,Dealer,"68,000 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
14039,Honda City V MT Diesel,4.9 Lakh*,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2014,Dealer,"51,000 kms",First Owner,Diesel,Manual,Mileage24.1 kmpl,Engine1498 CC,Max Power97.90 bhp,Seats5
14040,Renault Duster 85PS Diesel RxL Plus,4.25 Lakh*,,2013,Dealer,"57,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
14041,Hyundai Grand i10 Sportz,5.4 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2017,Dealer,"37,079 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
14042,Toyota Corolla AE,1.9 Lakh*,,2008,Dealer,"85,993 kms",First Owner,Petrol,Manual,Mileage13.4 kmpl,Engine1794 CC,Max Power125 bhp,Seats5
14043,Mercedes-Benz E-Class E 220 CDI Avantgarde,10.75 Lakh*,,2012,Dealer,"48,000 kms",First Owner,Diesel,Automatic,Mileage10.0 kmpl,Engine2148 CC,Max Power170 bhp,Seats5
14044,Maruti Swift Dzire VXI 1.2 BS IV,6 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2018,Trustmark Dealer,"22,251 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
14045,Maruti Vitara Brezza ZDi,9.15 Lakh*,,2019,Dealer,"20,500 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14046,Hyundai Creta 1.4 EX Diesel,9.2 Lakh*,New Car (On-Road Price) : Rs.12.63-21.03 Lakh*,2018,Dealer,"55,000 kms",First Owner,Diesel,Manual,Mileage22.1 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
14047,Honda City 1.5 V MT,3.5 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2010,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
14048,Kia Seltos HTK G,11.8 Lakh*,New Car (On-Road Price) : Rs.11.52-20.26 Lakh*,2019,Dealer,"7,982 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine1497 CC,Max Power113.4 bhp,Seats5
14049,Maruti Wagon R CNG LXI,2.5 Lakh*,New Car (On-Road Price) : Rs.5.98-6.06 Lakh*,2013,Dealer,"63,000 kms",First Owner,CNG,Manual,Mileage32.52 km/kg,Engine998 CC,Max Power58.33 bhp,Seats5
14050,Jaguar F-PACE Prestige 2.0 Petrol,50 Lakh*,New Car (On-Road Price) : Rs.76.00 Lakh*,2019,Dealer,"30,000 kms",First Owner,Petrol,Automatic,Mileage14.38 kmpl,Engine1997 CC,Max Power246.74 bhp,Seats5
14051,Mercedes-Benz GL-Class 350 CDI Luxury,46.6 Lakh*,,2016,Dealer,"61,000 kms",First Owner,Diesel,Automatic,Mileage12.0 kmpl,Engine2987 CC,Max Power224 bhp,Seats7
14052,Hyundai EON Era Plus,2.85 Lakh*,,2018,Trustmark Dealer,"35,831 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
14053,Hyundai Creta 1.6 CRDi AT SX Plus,10.5 Lakh*,New Car (On-Road Price) : Rs.12.63-21.03 Lakh*,2016,Individual,"40,000 kms",First Owner,Diesel,Automatic,Mileage17.01 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
14054,Honda Amaze SX i-VTEC,3.9 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Individual,"25,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
14055,Maruti Swift ZDI,3.85 Lakh*,,2014,Dealer,"72,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14056,Honda Amaze S i-Vtech,3.85 Lakh*,,2014,Dealer,"87,200 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
14057,Maruti Baleno Delta 1.2,5.72 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2017,Dealer,"46,982 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
14058,Maruti Ritz VXi,1.75 Lakh*,,2009,Dealer,"67,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power85.80 bhp,Seats5
14059,Maruti Ignis 1.2 Delta BSIV,5 Lakh*,New Car (On-Road Price) : Rs.5.59-8.42 Lakh*,2019,Individual,"15,000 kms",First Owner,Petrol,Manual,Mileage20.89 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
14060,Skoda Rapid 1.5 TDI AT Style Plus,6.6 Lakh*,,2016,Dealer,"49,000 kms",First Owner,Diesel,Automatic,Mileage21.66 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
14061,Chevrolet Spark 1.0 LS,1.8 Lakh*,,2010,Individual,"15,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine995 CC,Max Power62 bhp,Seats5
14062,Maruti Eeco CNG 5 Seater AC BSIV,3.7 Lakh*,New Car (On-Road Price) : Rs.5.90 Lakh*,2019,Individual,"25,000 kms",First Owner,CNG,Manual,Mileage21.94 km/kg,Engine1196 CC,Max Power61.7 bhp,Seats5
14063,Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,46.5 Lakh*,New Car (On-Road Price) : Rs.72.00-74.64 Lakh*,2017,Dealer,"35,000 kms",First Owner,Diesel,Automatic,Mileage12.51 kmpl,Engine2179 CC,Max Power187.7 bhp,Seats7
14064,Hyundai i20 Era 1.2,5.4 Lakh*,,2017,Dealer,"37,999 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
14065,Honda Amaze VX i-DTEC,3.5 Lakh*,,2014,Dealer,"53,589 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14066,Nissan Terrano XL 85 PS,4.35 Lakh*,,2013,Dealer,"65,132 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
14067,Mercedes-Benz E-Class Exclusive E 200,41 Lakh*,New Car (On-Road Price) : Rs.72.29-1.72 Cr*,2017,Dealer,"24,000 kms",First Owner,Petrol,Automatic,Mileage15.0 kmpl,Engine1991 CC,Max Power194.4 bhp,Seats5
14068,Tata Tigor 1.2 Revotron XZA,5.65 Lakh*,New Car (On-Road Price) : Rs.6.50-9.04 Lakh*,2018,Dealer,"17,206 kms",First Owner,Petrol,Automatic,Mileage20.3 kmpl,Engine1199 CC,Max Power84 bhp,Seats5
14069,Honda City i DTEC SV,5.25 Lakh*,New Car (On-Road Price) : Rs.14.35-17.00 Lakh*,2014,Dealer,"52,643 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14070,Mercedes-Benz CLA 200 CDI Sport,18.9 Lakh*,,2016,Dealer,"54,000 kms",First Owner,Diesel,Automatic,Mileage17.9 kmpl,Engine2143 CC,Max Power136 bhp,Seats5
14071,Hyundai Verna Transform VGT CRDi with Audio,2.25 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2011,Dealer,"29,800 kms",First Owner,Diesel,Manual,Mileage16.2 kmpl,Engine1493 CC,Max Power110 bhp,Seats5
14072,Maruti Swift 1.3 LXI,3.3 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2012,Dealer,"50,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,,,
14073,Tata Tigor XZ Plus Diesel,5.29 Lakh*,,2019,Dealer,"40,000 kms",First Owner,Diesel,Manual,Mileage24.7 kmpl,Engine1047 CC,Max Power69 bhp,Seats5
14074,Maruti SX4 S Cross DDiS 200 Alpha,6 Lakh*,,2015,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage23.65 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14075,Toyota Etios VX,4.47 Lakh*,,2016,Dealer,"54,900 kms",First Owner,Petrol,Manual,Mileage17.6 kmpl,Engine1496 CC,Max Power88.7 bhp,Seats5
14076,Datsun GO T,2.6 Lakh*,New Car (On-Road Price) : Rs.4.44-7.31 Lakh*,2017,Dealer,"15,759 kms",First Owner,Petrol,Manual,Mileage19.02 kmpl,Engine1198 CC,Max Power67.05 bhp,Seats5
14077,Hyundai i20 Active 1.4 SX,5.85 Lakh*,,2015,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage21.19 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
14078,Honda City i DTEC SV,5.35 Lakh*,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2014,Dealer,"44,000 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14079,Audi A6 2.8 FSI,13.4 Lakh*,New Car (On-Road Price) : Rs.64.37-70.06 Lakh*,2011,Dealer,"55,000 kms",First Owner,Petrol,Automatic,Mileage10.4 kmpl,Engine2773 CC,Max Power201 bhp,Seats5
14080,Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,5.96 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2016,Dealer,"78,648 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
14081,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,7.15 Lakh*,,2011,Individual,"1,14,000 kms",First Owner,Diesel,Manual,Mileage10.5 kmpl,Engine2835 CC,Max Power107.2 bhp,Seats6
14082,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,6 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
14083,Mahindra TUV 300 T10 AMT,7.75 Lakh*,,2017,Dealer,"77,395 kms",First Owner,Diesel,Automatic,Mileage18.49 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
14084,Maruti Celerio VXI AT,3 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2014,Dealer,"53,412 kms",First Owner,Petrol,Automatic,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
14085,Hyundai i20 1.2 Asta,7.2 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2018,Trustmark Dealer,"10,080 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
14086,Maruti Swift 1.3 VXi,1.32 Lakh*,New Car (On-Road Price) : Rs.6.08-9.07 Lakh*,2008,Individual,"1,27,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,,,
14087,Ford Ecosport 2015-2021 1.5 Diesel Titanium,9.5 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2018,Dealer,"33,000 kms",First Owner,Diesel,Manual,Mileage21.7 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
14088,Hyundai Santro Xing GL Plus,2.25 Lakh*,,2013,Dealer,"55,000 kms",First Owner,Petrol,Manual,Mileage17.92 kmpl,Engine1086 CC,Max Power62.1 bhp,Seats5
14089,Honda City 1.5 EX-S,3.85 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2012,Dealer,"68,542 kms",First Owner,Petrol,Manual,Mileage12.0 kmpl,,,Seats5
14090,Mahindra Scorpio 1.99 S10,8.25 Lakh*,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2014,Dealer,"1,00,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine1997 CC,Max Power120 bhp,Seats7
14091,Ford Figo Diesel ZXI,1.93 Lakh*,New Car (On-Road Price) : Rs.8.62-9.29 Lakh*,2013,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68.05 bhp,Seats5
14092,Mercedes-Benz C-Class C 200 Avantgarde Edition C,12.9 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2013,Dealer,"49,000 kms",First Owner,Petrol,Automatic,Mileage14.74 kmpl,Engine1991 CC,Max Power181.03 bhp,Seats5
14093,Maruti Ciaz Zeta 1.5,6.25 Lakh*,,2017,Dealer,"21,000 kms",First Owner,Diesel,Manual,Mileage26.32 kmpl,Engine1498 CC,Max Power93.87 bhp,Seats5
14094,Nissan Sunny Diesel XL,2.15 Lakh*,,2013,Dealer,"79,000 kms",First Owner,Diesel,Manual,Mileage21.64 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats5
14095,Ford Ecosport 1.5 Ti VCT MT Titanium,5.65 Lakh*,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2014,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage15.8 kmpl,Engine1499 CC,Max Power110 bhp,Seats5
14096,Hyundai i20 1.2 Asta,6.95 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2018,Dealer,"23,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
14097,Maruti Celerio ZXI,4 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2018,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage21.63 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
14098,Audi Q5 2.0 TDI,15.5 Lakh*,,2013,Dealer,"70,000 kms",First Owner,Diesel,Automatic,Mileage14.16 kmpl,Engine1968 CC,Max Power174.3 bhp,Seats5
14099,Hyundai i20 Sportz Petrol,3.2 Lakh*,,2012,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
14100,Toyota Corolla Altis G,2.85 Lakh*,,2008,Dealer,"80,000 kms",First Owner,Petrol,Manual,Mileage14.53 kmpl,Engine1798 CC,Max Power138.1 bhp,Seats5
14101,Hyundai Creta 1.6 CRDi SX Plus,8.25 Lakh*,New Car (On-Road Price) : Rs.12.63-21.03 Lakh*,2015,Dealer,"8,25,000 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
14102,Mahindra Scorpio 1.99 S6 Plus,8.45 Lakh*,,2015,Dealer,"59,999 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine1997 CC,Max Power120 bhp,Seats7
14103,Hyundai i20 2015-2017 Asta 1.2,6.25 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2017,Trustmark Dealer,"23,082 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
14104,Volkswagen Polo 2015-2019 GT TSI,7.5 Lakh*,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2017,Dealer,"35,000 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.5 bhp,Seats5
14105,Mahindra XUV500 W10 2WD,13 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2017,Dealer,"50,000 kms",First Owner,Diesel,Manual,Mileage16.0 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
14106,Audi Q3 35 TDI Quattro Premium Plus,24 Lakh*,,2018,Dealer,"21,000 kms",First Owner,Diesel,Automatic,Mileage15.73 kmpl,Engine1968 CC,Max Power174.33 bhp,Seats5
14107,Maruti Vitara Brezza ZDi Plus,7.5 Lakh*,,2017,Dealer,"63,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14108,Honda Jazz 1.5 VX i DTEC,5.75 Lakh*,,2016,Dealer,"38,739 kms",First Owner,Diesel,Manual,Mileage27.3 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
